rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year,genres,actors,directors,distributor,importer
2,2,1,OLD,20140703,장수상회,2015-04-09,3299116926,21.9,650067209,24.5,6023335643,436510,89693,25.9,793068,649,20653,20150419,2015,"멜로/로맨스,드라마","박근형,윤여정,조진웅,한지민,윤여정",강제규,(주)씨제이이엔엠,
3,3,-1,OLD,20148845,스물,2015-03-25,1968867726,13.0,-2013757674,-50.6,22964208086,249661,-263005,-51.3,2964497,551,16749,20150419,2015,"코미디,드라마","김우빈,이준호,강하늘,오현경,정소민",이병헌,(주)넥스트엔터테인먼트월드(NEW),
4,4,0,OLD,20140110,킹스맨 : 시크릿 에이전트,2015-02-11,680386400,4.5,-144379700,-17.5,50127780795,82559,-19720,-19.3,6098656,268,3973,20150419,2015,"액션,스릴러","콜린 퍼스,태런 에저튼,사무엘 L. 잭슨,마이클 케인",매튜 본,이십세기폭스코리아(주),이십세기폭스코리아(주)
5,5,54,OLD,20157904,더 건맨,2015-04-16,640666065,4.2,637426065,19673.6,643906065,81189,80784,19946.7,81594,349,5343,20150419,2015,"액션,스릴러","숀 펜,하비에르 바르뎀,이드리스 엘바,레이 윈스톤,마크 라이런스",피에르 모렐,롯데쇼핑㈜롯데엔터테인먼트,(유)조이앤컨텐츠그룹
6,6,0,OLD,20133682,화장,2015-04-09,413282000,2.7,-80646900,-16.3,926836900,56322,-7222,-11.4,122332,319,6053,20150419,2015,드라마,"안성기,김규리,김호정,연우진,김병춘",임권택,(주)리틀빅픽쳐스,
7,7,73,OLD,20156977,위자,2015-04-16,430257135,2.9,429046135,35429.1,432303135,54803,54630,31578.0,55143,337,3709,20150419,2015,"미스터리,공포(호러)","올리비아 쿡,더글라스 스미스",스틸즈 화이트,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
8,8,-3,OLD,20145141,위플래쉬,2015-03-12,313699900,2.1,-297878300,-48.7,12463876645,38930,-38513,-49.7,1564727,220,2536,20150419,2015,드라마,"마일즈 텔러,J.K. 시몬스",데이미언 셔젤,(주)넥스트엔터테인먼트월드(NEW) | 워터홀컴퍼니(주) | (주)쇼박스,(주)콘텐츠판다 | 워터홀컴퍼니(주) | (주)에이든컴퍼니
9,9,2,OLD,20158091,유고와 라라: 하늘고래와 구름섬 대모험,2015-04-09,153958300,1.0,34010000,28.4,279850600,21349,5009,30.7,38432,167,924,20150419,2015,애니메이션,"이재현,박리나,홍진욱,임채헌,윤세웅",왕운비,와이드 릴리즈(주),(주)타임스토리그룹
10,10,0,OLD,20142884,엘리노어 릭비: 그 남자 그 여자,2015-04-09,136692500,0.9,-29584500,-17.8,314566000,17057,-3344,-16.4,38896,202,1630,20150419,2015,드라마,"제임스 맥어보이,제시카 차스테인,이자벨 위페르,윌리엄 허트",네드 벤슨,(주)이수C&E,(주)드림웨스트픽쳐스
1,1,0,NEW,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,30035856400,82.8,30035856400,100.0,30035856400,3444438,3444438,100.0,3444438,1843,37842,20150426,2015,"액션,어드벤처,판타지,SF","로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨",조스 웨던,월트디즈니컴퍼니코리아 유한책임회사 | 월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주)
2,2,-1,OLD,20143580,분노의 질주: 더 세븐,2015-04-01,2135895439,5.9,-3840823635,-64.3,25550563594,268622,-464474,-63.4,3131027,788,15094,20150426,2015,"액션,범죄,스릴러","빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀",제임스 완,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
3,3,-1,OLD,20140703,장수상회,2015-04-09,1529518900,4.2,-1769598026,-53.6,7552854543,207009,-229501,-52.6,1000077,592,12158,20150426,2015,"멜로/로맨스,드라마","박근형,윤여정,조진웅,한지민,윤여정",강제규,(주)씨제이이엔엠,
4,4,-1,OLD,20148845,스물,2015-03-25,508376100,1.4,-1460491626,-74.2,23472584186,66969,-182692,-73.2,3031466,484,7140,20150426,2015,"코미디,드라마","김우빈,이준호,강하늘,오현경,정소민",이병헌,(주)넥스트엔터테인먼트월드(NEW),
5,5,94,OLD,20158461,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,379276500,1.0,378268500,37526.6,380284500,52331,52205,41432.5,52457,372,1944,20150426,2015,"애니메이션,코미디,어드벤처",김연우,타카하시 와타루,(주)이수C&E,대원미디어(주)
6,6,-2,OLD,20140110,킹스맨 : 시크릿 에이전트,2015-02-11,212841000,0.6,-467545400,-68.7,50340621795,27365,-55194,-66.9,6126021,248,2024,20150426,2015,"액션,스릴러","콜린 퍼스,태런 에저튼,사무엘 L. 잭슨,마이클 케인",매튜 본,이십세기폭스코리아(주),이십세기폭스코리아(주)
7,7,47,OLD,20156321,약장수,2015-04-23,189715400,0.5,186012400,5023.3,208194400,25183,24654,4660.5,27559,282,2464,20150426,2015,드라마,"김인권,박철민,이주실,박혜진,장소연",조치언,(주)대명문화공장 | (주)나이너스엔터테인먼트,
8,8,-3,OLD,20157904,더 건맨,2015-04-16,181958400,0.5,-458707665,-71.6,825864465,24777,-56412,-69.5,106371,332,3766,20150426,2015,"액션,스릴러","숀 펜,하비에르 바르뎀,이드리스 엘바,레이 윈스톤,마크 라이런스",피에르 모렐,롯데쇼핑㈜롯데엔터테인먼트,(유)조이앤컨텐츠그룹
9,9,11,OLD,20157021,"땡큐, 대디",2015-04-23,142613061,0.4,120678061,550.2,170357061,19196,15719,452.1,23487,241,1730,20150426,2015,드라마,"자크 검블린,알렉산드라 라미",닐스 타베니어,(주)영화사 빅,(주)영화사 빅
10,10,-3,OLD,20156977,위자,2015-04-16,126596400,0.3,-303660735,-70.6,558899535,16851,-37952,-69.3,71994,302,2338,20150426,2015,"미스터리,공포(호러)","올리비아 쿡,더글라스 스미스",스틸즈 화이트,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
1,1,0,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,29899387100,74.1,-136469300,-0.5,59935243500,3567167,122729,3.6,7011605,1706,59840,20150503,2015,"액션,어드벤처,판타지,SF","로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨",조스 웨던,월트디즈니컴퍼니코리아 유한책임회사 | 월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주)
2,2,33,OLD,20149266,차이나타운,2015-04-29,5048171154,12.5,5038213154,50594.6,5061785154,622715,621523,52141.2,624364,551,11306,20150503,2015,"범죄,드라마","김혜수,김고은,엄태구,박보검,고경표",한준희,CGV아트하우스,
3,3,30,OLD,20143512,위험한 상견례 2,2015-04-29,1598800654,4.0,1588704654,15736.0,1609844654,209587,208173,14722.3,211159,429,6576,20150503,2015,"멜로/로맨스,코미디","진세연,홍종현,김응수,신정근,박은혜",김진영,롯데쇼핑㈜롯데엔터테인먼트 | (주)마인스 엔터테인먼트,
4,4,-1,OLD,20140703,장수상회,2015-04-09,577024800,1.4,-952494100,-62.3,8129879343,79827,-127182,-61.4,1079904,385,3592,20150503,2015,"멜로/로맨스,드라마","박근형,윤여정,조진웅,한지민,윤여정",강제규,(주)씨제이이엔엠,
5,5,38,OLD,20100211,다이노 타임,2015-04-30,583103500,1.4,578062500,11467.2,590284500,77231,76542,11109.1,78134,337,1600,20150503,2015,"애니메이션,어드벤처,코미디","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더","존 카프카,최윤석",(주)씨제이이엔엠,
6,6,-4,OLD,20143580,분노의 질주: 더 세븐,2015-04-01,572063600,1.4,-1563831839,-73.2,26122627194,75201,-193421,-72.0,3206228,381,3543,20150503,2015,"액션,범죄,스릴러","빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀",제임스 완,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
7,7,8,OLD,20158069,노아의 방주: 남겨진 녀석들,2015-04-30,510871200,1.3,484342200,1825.7,558978200,69913,66763,2119.5,75576,354,1857,20150503,2015,애니메이션,"김하영,배진홍,윤세웅",토비 젠켈,씨네그루(주)다우기술,(주)스마일이엔티
8,8,81,OLD,20158428,빌리와 용감한 녀석들 3,2015-04-30,278604700,0.7,277340700,21941.5,286386700,38651,38493,24362.7,39480,298,1553,20150503,2015,,,,롯데쇼핑㈜롯데엔터테인먼트,㈜코리아스크린
9,9,29,OLD,20145042,스틸 앨리스,2015-04-29,269532146,0.7,264536146,5295.0,289746446,34813,33927,3829.2,37655,109,1241,20150503,2015,드라마,"줄리안 무어,알렉 볼드윈,크리스틴 스튜어트,케이트 보스워스","리처드 글랫저,워시 웨스트모어랜드",그린나래미디어(주),그린나래미디어(주)
10,10,-5,OLD,20158461,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,245296900,0.6,-133979600,-35.3,625581400,33667,-18664,-35.7,86124,256,1661,20150503,2015,"애니메이션,코미디,어드벤처",김연우,타카하시 와타루,(주)이수C&E,대원미디어(주)
1,1,0,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,19690559953,59.0,-10208827147,-34.1,79625803453,2365817,-1201350,-33.7,9377422,1602,49123,20150510,2015,"액션,어드벤처,판타지,SF","로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨",조스 웨던,월트디즈니컴퍼니코리아 유한책임회사 | 월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주)
2,2,0,OLD,20149266,차이나타운,2015-04-29,4953458100,14.8,-94713054,-1.9,10015243254,599276,-23439,-3.8,1223640,542,15984,20150510,2015,"범죄,드라마","김혜수,김고은,엄태구,박보검,고경표",한준희,CGV아트하우스,
3,3,0,OLD,20143512,위험한 상견례 2,2015-04-29,1571174800,4.7,-27625854,-1.7,3181019454,206635,-2952,-1.4,417794,424,7169,20150510,2015,"멜로/로맨스,코미디","진세연,홍종현,김응수,신정근,박은혜",김진영,롯데쇼핑㈜롯데엔터테인먼트 | (주)마인스 엔터테인먼트,
4,4,1,OLD,20100211,다이노 타임,2015-04-30,1191109200,3.6,608005700,104.3,1781393700,160980,83749,108.4,239114,430,3152,20150510,2015,"애니메이션,어드벤처,코미디","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더","존 카프카,최윤석",(주)씨제이이엔엠,
5,5,64,OLD,20158704,언프렌디드: 친구삭제,2015-05-07,1094844541,3.3,1093132541,63851.2,1096556541,146121,145907,68180.8,146335,386,3886,20150510,2015,"공포(호러),스릴러","샐리 헤닝,모세 제이콥 스톰,윌 펠츠,헤더 소서맨",레오 가브리아제,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
6,6,1,OLD,20158069,노아의 방주: 남겨진 녀석들,2015-04-30,927795500,2.8,416924300,81.6,1486773700,129848,59935,85.7,205424,436,2761,20150510,2015,애니메이션,"김하영,배진홍,윤세웅",토비 젠켈,씨네그루(주)다우기술,(주)스마일이엔티
7,7,16,OLD,20149062,연애의 맛,2015-05-07,1021043653,3.1,1002688653,5462.8,1040228653,123799,121580,5479.0,126184,398,5600,20150510,2015,"멜로/로맨스,코미디","오지호,강예원,최령,오민석,주병하",김아론,(주)와우픽쳐스 | (주)쇼박스,
8,8,2,OLD,20158461,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,436870300,1.3,191573400,78.1,1062451700,60728,27061,80.4,146852,330,1270,20150510,2015,"애니메이션,코미디,어드벤처",김연우,타카하시 와타루,(주)이수C&E,대원미디어(주)
9,9,-5,OLD,20140703,장수상회,2015-04-09,445046100,1.3,-131978700,-22.9,8574925443,59688,-20139,-25.2,1139592,142,1783,20150510,2015,"멜로/로맨스,드라마","박근형,윤여정,조진웅,한지민,윤여정",강제규,(주)씨제이이엔엠,
10,10,-2,OLD,20158428,빌리와 용감한 녀석들 3,2015-04-30,376988500,1.1,98383800,35.3,663375200,53466,14815,38.3,92946,343,1604,20150510,2015,,,,롯데쇼핑㈜롯데엔터테인먼트,㈜코리아스크린
1,1,22,OLD,20149569,악의 연대기,2015-05-14,6916174896,28.6,6899834896,42226.7,6934206896,857941,855898,41894.2,860266,776,16579,20150517,2015,스릴러,"손현주,마동석,최다니엘,박서준,이명준",백운학,(주)씨제이이엔엠,
2,2,0,NEW,20144741,매드 맥스: 분노의 도로,2015-05-14,7148742017,29.6,7148742017,100.0,7148742017,802101,802101,100.0,802101,799,16205,20150517,2015,"액션,어드벤처,스릴러","톰 하디,샤를리즈 테론,니콜라스 홀트,휴 키즈 바인,조 크라비츠",조지 밀러,워너브러더스 코리아(주),워너브러더스 코리아(주)
3,3,-2,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,5255110604,21.8,-14435449349,-73.3,84880914057,648101,-1717716,-72.6,10025523,1183,26432,20150517,2015,"액션,어드벤처,판타지,SF","로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨",조스 웨던,월트디즈니컴퍼니코리아 유한책임회사 | 월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주)
4,4,-2,OLD,20149266,차이나타운,2015-04-29,1591901200,6.6,-3361556900,-67.9,11607144454,199453,-399823,-66.7,1423093,510,12323,20150517,2015,"범죄,드라마","김혜수,김고은,엄태구,박보검,고경표",한준희,CGV아트하우스,
5,5,2,OLD,20149062,연애의 맛,2015-05-07,608197200,2.5,-412846453,-40.4,1648425853,78057,-45742,-36.9,204241,387,5684,20150517,2015,"멜로/로맨스,코미디","오지호,강예원,최령,오민석,주병하",김아론,(주)와우픽쳐스 | (주)쇼박스,
6,6,-1,OLD,20158704,언프렌디드: 친구삭제,2015-05-07,488807100,2.0,-606037441,-55.4,1585363641,65397,-80724,-55.2,211732,325,4932,20150517,2015,"공포(호러),스릴러","샐리 헤닝,모세 제이콥 스톰,윌 펠츠,헤더 소서맨",레오 가브리아제,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
7,7,-4,OLD,20143512,위험한 상견례 2,2015-04-29,333119600,1.4,-1238055200,-78.8,3514139054,45970,-160665,-77.8,463764,331,3744,20150517,2015,"멜로/로맨스,코미디","진세연,홍종현,김응수,신정근,박은혜",김진영,롯데쇼핑㈜롯데엔터테인먼트 | (주)마인스 엔터테인먼트,
8,8,-4,OLD,20100211,다이노 타임,2015-04-30,247968600,1.0,-943140600,-79.2,2029362300,34150,-126830,-78.8,273264,210,1244,20150517,2015,"애니메이션,어드벤처,코미디","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더","존 카프카,최윤석",(주)씨제이이엔엠,
9,9,55,OLD,20158670,위아영,2015-05-14,238359487,1.0,235929487,9709.0,240789487,29376,29092,10243.7,29660,235,2152,20150517,2015,"코미디,드라마","벤 스틸러,나오미 왓츠,아만다 사이프리드,아담 드라이버",노아 바움백,(주)브리즈픽처스 | (주)영화사오원,(주)드림웨스트픽쳐스
10,10,4,OLD,20071066,말할 수 없는 비밀,2008-01-10,163335400,0.7,-39733900,-19.6,1013931200,20200,-4248,-17.4,145157,96,1137,20150517,2015,"멜로/로맨스,드라마","주걸륜,계륜미,황추생,증개현",주걸륜,(주)엔케이컨텐츠 | (주)디스테이션 | (주)스폰지이엔티,(주)엔케이컨텐츠 | (주)스폰지이엔티
1,1,1,OLD,20144741,매드 맥스: 분노의 도로,2015-05-14,9126718909,31.9,1977976892,27.7,16275460926,1037620,235519,29.4,1839721,775,24085,20150524,2015,"액션,어드벤처,스릴러","톰 하디,샤를리즈 테론,니콜라스 홀트,휴 키즈 바인,조 크라비츠",조지 밀러,워너브러더스 코리아(주),워너브러더스 코리아(주)
2,2,-1,OLD,20149569,악의 연대기,2015-05-14,5820079667,20.3,-1096095229,-15.8,12754286563,738807,-119134,-13.9,1599073,731,23150,20150524,2015,스릴러,"손현주,마동석,최다니엘,박서준,이명준",백운학,(주)씨제이이엔엠,
3,3,13,OLD,20158621,스파이,2015-05-21,5125908177,17.9,5052636177,6895.7,5231005177,637532,629960,8319.6,649349,664,12468,20150524,2015,"액션,코미디","주드 로,제이슨 스타뎀,멜리사 맥카시",폴 페이그,이십세기폭스코리아(주),이십세기폭스코리아(주)
4,4,15,OLD,20142402,간신,2015-05-21,3933012210,13.8,3888433210,8722.6,3980615210,479223,473687,8556.5,485137,697,12322,20150524,2015,사극,"주지훈,김강우,천호진,임지연,이유영",민규동,롯데쇼핑㈜롯데엔터테인먼트,
5,5,-2,OLD,20148493,어벤져스: 에이지 오브 울트론,2015-04-23,2270156109,7.9,-2984954495,-56.8,87151070166,286039,-362062,-55.9,10311562,565,11808,20150524,2015,"액션,어드벤처,판타지,SF","로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨",조스 웨던,월트디즈니컴퍼니코리아 유한책임회사 | 월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주)
6,6,17,OLD,20140145,홈,2015-05-21,1055762991,3.7,1030416991,4065.4,1084368991,141048,138268,4973.7,144154,532,4016,20150524,2015,"애니메이션,어드벤처,판타지","짐 파슨스,리한나,제니퍼 로페즈,스티브 마틴",팀 존슨,(주)씨제이이엔엠,(주)씨제이이엔엠
7,7,-3,OLD,20149266,차이나타운,2015-04-29,340939413,1.2,-1250961787,-78.6,11948083867,43674,-155779,-78.1,1466767,337,4823,20150524,2015,"범죄,드라마","김혜수,김고은,엄태구,박보검,고경표",한준희,CGV아트하우스,
8,8,1,OLD,20158670,위아영,2015-05-14,154298500,0.5,-84060987,-35.3,395087987,19758,-9618,-32.7,49418,222,1988,20150524,2015,"코미디,드라마","벤 스틸러,나오미 왓츠,아만다 사이프리드,아담 드라이버",노아 바움백,(주)브리즈픽처스 | (주)영화사오원,(주)드림웨스트픽쳐스
9,9,3,OLD,20145042,스틸 앨리스,2015-04-29,67088300,0.2,-62261000,-48.1,786851646,8564,-8818,-50.7,102160,52,526,20150524,2015,드라마,"줄리안 무어,알렉 볼드윈,크리스틴 스튜어트,케이트 보스워스","리처드 글랫저,워시 웨스트모어랜드",그린나래미디어(주),그린나래미디어(주)
10,10,-5,OLD,20149062,연애의 맛,2015-05-07,63786300,0.2,-544410900,-89.5,1712212153,8450,-69607,-89.2,212691,164,1123,20150524,2015,"멜로/로맨스,코미디","오지호,강예원,최령,오민석,주병하",김아론,(주)와우픽쳐스 | (주)쇼박스,
