year,region,id,title,release_date,popularity,vote_count,vote_average,original_language,genre_ids,rank,genres
2022,GLOBAL,76600,아바타: 물의 길,2022-12-14,20.9246,12850,7.612,en,"[878, 12, 28]",1,"SF, 모험, 액션"
2022,GLOBAL,361743,탑건: 매버릭,2022-05-21,17.2497,10165,8.168,en,"[28, 18]",2,"액션, 드라마"
2022,GLOBAL,507086,쥬라기 월드: 도미니언,2022-06-01,13.047,6646,6.636,en,"[12, 28, 878]",3,"모험, 액션, SF"
2022,GLOBAL,453395,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,11.4944,9756,7.248,en,"[14, 28, 12]",4,"판타지, 액션, 모험"
2022,GLOBAL,438148,미니언즈 2,2022-06-29,10.2783,3818,7.287,en,"[10751, 35, 12, 16]",5,"가족, 코미디, 모험, 애니메이션"
2022,GLOBAL,505642,블랙 팬서: 와칸다 포에버,2022-11-09,14.376,7008,7.038,en,"[28, 12, 878]",6,"액션, 모험, SF"
2022,GLOBAL,414906,더 배트맨,2022-03-01,19.8307,11210,7.66,en,"[80, 9648, 53]",7,"범죄, 미스터리, 스릴러"
2022,GLOBAL,616037,토르: 러브 앤 썬더,2022-07-06,12.6103,8108,6.397,en,"[14, 28, 35]",8,"판타지, 액션, 코미디"
2022,GLOBAL,928123,장진호지수문교,2022-02-01,2.833,81,6.4,zh,"[10752, 36, 28, 18]",9,"전쟁, 역사, 액션, 드라마"
2022,GLOBAL,315162,장화신은 고양이: 끝내주는 모험,2022-12-07,17.214,8390,8.213,en,"[16, 12, 14, 35, 10751]",10,"애니메이션, 모험, 판타지, 코미디, 가족"
2022,GLOBAL,801803,문맨,2022-07-29,2.0448,94,6.7,zh,"[878, 35, 18]",11,"SF, 코미디, 드라마"
2022,GLOBAL,338953,신비한 동물들과 덤블도어의 비밀,2022-04-06,10.3509,4816,6.637,en,"[14, 12]",12,"판타지, 모험"
2022,GLOBAL,335787,언차티드,2022-02-10,6.6334,6412,6.896,en,"[28, 12]",13,"액션, 모험"
2022,GLOBAL,675353,수퍼 소닉 2,2022-03-30,11.9415,5620,7.453,en,"[28, 12, 10751, 35]",14,"액션, 모험, 가족, 코미디"
2022,GLOBAL,436270,블랙 아담,2022-10-19,12.0229,6683,6.8,en,"[28, 12, 878]",15,"액션, 모험, SF"
2022,GLOBAL,923192,这个杀手不太冷静,2022-02-01,3.027,43,6.2,zh,"[28, 35]",16,"액션, 코미디"
2022,GLOBAL,916224,스즈메의 문단속,2022-11-11,7.7911,1537,7.91,ja,"[16, 18, 12, 14]",17,"애니메이션, 드라마, 모험, 판타지"
2022,GLOBAL,614934,엘비스,2022-06-22,6.0165,3663,7.484,en,"[18, 10402, 36]",18,"드라마, 음악, 역사"
2022,GLOBAL,783675,더 퍼스트 슬램덩크,2022-12-03,2.2006,483,7.8,ja,"[16, 35, 18]",19,"애니메이션, 코미디, 드라마"
2022,GLOBAL,945664,인생대사,2022-06-24,2.6377,41,7.3,zh,[18],20,드라마
2022,GLOBAL,629542,배드 가이즈,2022-03-17,19.6294,2318,7.5,en,"[10751, 35, 80, 12, 16]",21,"가족, 코미디, 범죄, 모험, 애니메이션"
2022,GLOBAL,718930,불릿 트레인,2022-08-03,12.2592,6898,7.426,en,"[28, 35, 53]",22,"액션, 코미디, 스릴러"
2022,GLOBAL,1022145,万里归途,2022-09-30,1.9708,42,7.7,zh,"[18, 10752]",23,"드라마, 전쟁"
2022,GLOBAL,718789,버즈 라이트이어,2022-06-15,6.0427,3628,6.9,en,"[16, 878, 10751, 12]",24,"애니메이션, SF, 가족, 모험"
2022,GLOBAL,882598,스마일,2022-09-23,5.8273,3714,6.665,en,"[27, 9648]",25,"공포, 미스터리"
2022,GLOBAL,803266,바보들의 기적,2022-02-01,2.7857,42,6.4,zh,"[18, 10751, 35]",26,"드라마, 가족, 코미디"
2022,GLOBAL,539681,DC 리그 오브 슈퍼-펫,2022-07-27,3.944,1646,7.19,en,"[10751, 35, 12, 16, 878]",27,"가족, 코미디, 모험, 애니메이션, SF"
2022,GLOBAL,752623,로스트 시티,2022-03-23,6.0957,3772,6.477,en,"[28, 12, 35]",28,"액션, 모험, 코미디"
2022,GLOBAL,536554,메간,2022-12-28,8.817,4458,7.1,en,"[878, 27]",29,"SF, 공포"
2022,GLOBAL,900667,원피스 필름 레드,2022-08-06,5.0317,1079,7.2,ja,"[16, 12, 28, 14, 10402]",30,"애니메이션, 모험, 액션, 판타지, 음악"
2022,GLOBAL,762504,놉,2022-07-20,6.7003,4499,6.829,en,"[27, 878, 53]",31,"공포, SF, 스릴러"
2022,GLOBAL,800939,티켓 투 파라다이스,2022-09-08,7.0875,1325,6.435,en,"[18, 35, 10749]",32,"드라마, 코미디, 로맨스"
2022,GLOBAL,526896,모비우스,2022-03-30,9.0244,4586,5.945,en,"[28, 878, 14]",33,"액션, SF, 판타지"
2022,GLOBAL,756999,블랙폰,2022-06-17,13.7587,5245,7.561,en,"[27, 53]",34,"공포, 스릴러"
2022,GLOBAL,579974,RRR: 라이즈 로어 리볼트,2022-03-24,6.2461,1445,7.743,te,"[28, 12, 18]",35,"액션, 모험, 드라마"
2022,GLOBAL,931404,熊出没·重返地球,2022-02-01,2.2518,16,6.6,zh,"[16, 10751, 878, 12, 35]",36,"애니메이션, 가족, SF, 모험, 코미디"
2022,GLOBAL,682507,가재가 노래하는 곳,2022-07-14,5.6496,2056,7.553,en,"[18, 9648, 10749]",37,"드라마, 미스터리, 로맨스"
2022,GLOBAL,545611,에브리씽 에브리웨어 올 앳 원스,2022-03-24,11.3974,7275,7.744,en,"[28, 12, 878]",38,"액션, 모험, SF"
2022,GLOBAL,646385,스크림,2022-01-12,9.6407,3560,6.685,en,"[27, 9648]",39,"공포, 미스터리"
2022,GLOBAL,505026,나일 강의 죽음,2022-02-09,6.829,3914,6.424,en,"[9648, 80, 53]",40,"미스터리, 범죄, 스릴러"
2022,GLOBAL,1230302,Madhan Ramu,2022-10-21,0.0,1,9.0,te,[53],41,스릴러
2022,GLOBAL,937278,오토라는 남자,2022-12-28,11.7914,3233,7.762,en,"[35, 18]",42,"코미디, 드라마"
2022,GLOBAL,543504,神探大戰,2022-07-08,3.6314,90,6.717,cn,"[28, 80, 9648, 53]",43,"액션, 범죄, 미스터리, 스릴러"
2022,GLOBAL,616820,할로윈 엔드,2022-10-12,4.3031,1877,6.1,en,"[27, 53]",44,"공포, 스릴러"
2022,GLOBAL,830784,라일 라일 크로커다일,2022-10-07,2.7777,620,7.0,en,"[35, 10751, 10402]",45,"코미디, 가족, 음악"
2022,GLOBAL,619803,범죄도시 2,2022-05-18,6.8717,370,7.3,ko,"[28, 80, 53, 12]",46,"액션, 범죄, 스릴러, 모험"
2022,GLOBAL,518896,미래전투,2022-08-05,4.7104,442,7.1,zh,"[18, 28, 878]",47,"드라마, 액션, SF"
2022,GLOBAL,724495,더 우먼 킹,2022-09-16,7.4702,2214,7.645,en,"[28, 18, 36]",48,"액션, 드라마, 역사"
2022,GLOBAL,820446,다운튼 애비 2,2022-04-27,7.5052,538,7.2,en,"[18, 10749]",49,"드라마, 로맨스"
2022,GLOBAL,587412,케이.지.에프 : 챕터 2,2022-04-14,2.7515,176,7.5,kn,"[28, 53, 12, 80]",50,"액션, 스릴러, 모험, 범죄"
2022,GLOBAL,799288,저격지왕,2022-02-01,2.0335,36,6.8,zh,"[18, 10752]",51,"드라마, 전쟁"
2022,GLOBAL,619730,돈 워리 달링,2022-09-21,5.4009,2706,6.793,en,"[878, 9648, 53]",52,"SF, 미스터리, 스릴러"
2022,GLOBAL,610150,드래곤볼 슈퍼: 슈퍼 히어로,2022-06-11,5.2134,2933,7.9,ja,"[16, 878, 28]",53,"애니메이션, SF, 액션"
2022,GLOBAL,827689,四海,2022-02-01,1.6052,28,5.643,zh,"[10749, 28, 35, 18]",54,"로맨스, 액션, 코미디, 드라마"
2022,GLOBAL,626735,도그,2022-02-17,3.7299,1666,7.306,en,"[18, 35]",55,"드라마, 코미디"
2022,GLOBAL,945778,哥，你好,2022-09-09,2.1119,9,4.1,zh,"[35, 878, 10749, 18]",56,"코미디, SF, 로맨스, 드라마"
2022,GLOBAL,656663,잭애스 포에버,2022-02-01,2.3716,845,6.8,en,"[35, 99, 28]",57,"코미디, 다큐멘터리, 액션"
2022,GLOBAL,593643,더 메뉴,2022-11-17,9.7087,5554,7.172,en,"[35, 27, 53]",58,"코미디, 공포, 스릴러"
2022,GLOBAL,899112,바이올런트 나잇,2022-11-30,3.77,2347,7.252,en,"[28, 35, 14]",59,"액션, 코미디, 판타지"
2022,GLOBAL,877269,스트레인지 월드,2022-11-23,4.0563,1347,6.262,en,"[16, 10751, 12, 878, 14]",60,"애니메이션, 가족, 모험, SF, 판타지"
2022,GLOBAL,903125,李茂扮太子,2022-01-01,1.7729,12,3.8,zh,"[35, 36]",61,"코미디, 역사"
2022,GLOBAL,903939,명탐정 코난: 할로윈의 신부,2022-04-15,3.3612,98,6.5,ja,"[16, 28, 80, 9648]",62,"애니메이션, 액션, 범죄, 미스터리"
2022,GLOBAL,844075,신신방: 양전,2022-08-19,3.4005,79,7.424,zh,"[16, 12, 14, 35]",63,"애니메이션, 모험, 판타지, 코미디"
2022,GLOBAL,639933,노스맨,2022-04-07,7.7116,4691,7.04,en,"[28, 12, 14]",64,"액션, 모험, 판타지"
2022,GLOBAL,406759,문폴,2022-02-02,11.1011,3344,6.3,en,"[878, 12, 28]",65,"SF, 모험, 액션"
2022,GLOBAL,615777,바빌론,2022-12-22,8.5033,3476,7.378,en,"[18, 35]",66,"드라마, 코미디"
2022,GLOBAL,804725,상견니,2022-12-24,1.757,20,5.8,zh,"[9648, 10749, 878, 14]",67,"미스터리, 로맨스, SF, 판타지"
2022,GLOBAL,858485,칸타라,2022-09-30,6.0069,106,7.1,kn,"[28, 12, 53]",68,"액션, 모험, 스릴러"
2022,GLOBAL,696157,휘트니 휴스턴: 댄스 위드 섬바디,2022-12-20,2.4818,491,7.0,en,"[10402, 36, 18]",69,"음악, 역사, 드라마"
2022,GLOBAL,660046,포니인 셀반: 파트 1,2022-09-30,3.7775,85,7.1,ta,"[28, 12, 36]",70,"액션, 모험, 역사"
2022,GLOBAL,714888,"아르헨티나, 1985년",2022-09-29,3.9946,690,7.8,es,"[18, 36, 80]",71,"드라마, 역사, 범죄"
2022,GLOBAL,588108,한산: 용의 출현,2022-07-27,4.3723,80,6.6,ko,"[10752, 28, 18, 36]",72,"전쟁, 액션, 드라마, 역사"
2022,GLOBAL,760741,비스트,2022-08-11,5.377,1635,6.564,en,"[53, 28, 27, 12]",73,"스릴러, 액션, 공포, 모험"
2022,GLOBAL,522016,355,2022-01-05,5.6135,1066,6.0,en,"[28, 12, 53]",74,"액션, 모험, 스릴러"
2022,GLOBAL,785084,더 웨일,2022-12-09,5.1962,4283,7.803,en,[18],75,드라마
2022,GLOBAL,982683,قحفية غترة عقال,2022-03-31,2.4672,2,8.0,ar,[35],76,코미디
2022,GLOBAL,743563,비크람,2022-06-02,2.9679,136,7.6,ta,"[28, 80, 53]",77,"액션, 범죄, 스릴러"
2022,GLOBAL,763285,앰뷸런스,2022-03-16,6.048,2269,6.647,en,"[53, 28, 80]",78,"스릴러, 액션, 범죄"
2022,GLOBAL,943744,Jennifer Lopez & Maluma Live: Marry Me Tonight!,2022-02-08,0.1559,1,1.0,en,"[10402, 99]",79,"음악, 다큐멘터리"
2022,GLOBAL,674324,이니셰린의 밴시,2022-10-20,5.7612,3043,7.453,en,"[18, 35]",80,"드라마, 코미디"
2022,GLOBAL,804095,파벨만스,2022-11-11,6.4061,2546,7.583,en,[18],81,드라마
2022,GLOBAL,913290,바바리안,2022-09-08,8.7168,2838,6.835,en,"[27, 53]",82,"공포, 스릴러"
2022,GLOBAL,615904,메리 미,2022-02-09,3.8768,1054,6.63,en,"[10749, 35, 10402]",83,"로맨스, 코미디, 음악"
2022,GLOBAL,366672,블레이드 퍼피 워리어,2022-07-14,3.397,314,6.654,en,"[16, 12, 35, 10751]",84,"애니메이션, 모험, 코미디, 가족"
2022,GLOBAL,1029827,दृश्यम २,2022-11-18,4.2815,86,7.948,hi,"[80, 53, 18, 9648]",85,"범죄, 스릴러, 드라마, 미스터리"
2022,GLOBAL,676547,프레이 포 더 데블,2022-10-23,7.5457,965,6.9,en,"[27, 53]",86,"공포, 스릴러"
2022,GLOBAL,668482,로알드 달의 뮤지컬 마틸다,2022-11-25,5.1212,760,6.8,en,"[10751, 35, 14]",87,"가족, 코미디, 판타지"
2022,GLOBAL,961420,킹덤 2: 아득한 대지로,2022-07-15,2.5874,119,7.2,ja,"[28, 12, 10752]",88,"액션, 모험, 전쟁"
2022,GLOBAL,974772,断·桥,2022-08-13,2.2334,10,5.3,zh,"[18, 80]",89,"드라마, 범죄"
2022,GLOBAL,634429,신 울트라맨,2022-05-13,4.5126,213,7.4,ja,"[28, 878]",90,"액션, SF"
2022,GLOBAL,504827,밥스 버거스 무비,2022-05-26,2.3221,333,6.974,en,"[16, 12, 10402, 35, 80, 18, 9648]",91,"애니메이션, 모험, 음악, 코미디, 범죄, 드라마, 미스터리"
2022,GLOBAL,830788,인비테이션,2022-08-24,4.6559,895,6.0,en,"[27, 53]",92,"공포, 스릴러"
2022,GLOBAL,753569,外太空的莫扎特,2022-07-15,1.761,11,3.0,zh,"[878, 35, 14, 18]",93,"SF, 코미디, 판타지, 드라마"
2022,GLOBAL,1028526,平凡英雄,2022-09-30,2.159,4,7.5,zh,[18],94,드라마
2022,GLOBAL,676701,테드: 에메랄드 타블렛의 비밀,2022-08-24,2.1896,319,7.5,es,"[16, 12, 10751, 35, 14]",95,"애니메이션, 모험, 가족, 코미디, 판타지"
2022,GLOBAL,695962,भूल भुलैया 2,2022-05-20,3.6032,75,6.3,hi,"[27, 35]",96,"공포, 코미디"
2022,GLOBAL,664469,암스테르담,2022-09-27,6.554,1675,6.053,en,"[9648, 35, 18]",97,"미스터리, 코미디, 드라마"
2022,GLOBAL,648579,미친 능력,2022-04-20,3.0775,2242,6.8,en,"[28, 35, 80]",98,"액션, 코미디, 범죄"
2022,GLOBAL,817758,TAR 타르,2022-09-23,4.7278,1392,7.1,en,"[10402, 18]",99,"음악, 드라마"
2022,GLOBAL,784696,సర్కారు వారి పాట​,2022-05-11,2.7817,21,5.6,te,"[28, 35, 18]",100,"액션, 코미디, 드라마"
2023,GLOBAL,346698,바비,2023-07-19,15.3536,10260,7.0,en,"[35, 12]",1,"코미디, 모험"
2023,GLOBAL,502356,슈퍼 마리오 브라더스,2023-04-05,18.3111,9946,7.607,en,"[10751, 35, 12, 16]",2,"가족, 코미디, 모험, 애니메이션"
2023,GLOBAL,872585,오펜하이머,2023-07-19,16.3416,10675,8.05,en,"[18, 36]",3,"드라마, 역사"
2023,GLOBAL,447365,가디언즈 오브 갤럭시 Volume 3,2023-05-03,15.7869,7638,7.931,en,"[878, 12, 28, 35]",4,"SF, 모험, 액션, 코미디"
2023,GLOBAL,385687,분노의 질주: 라이드 오어 다이,2023-05-17,28.3188,6025,7.0,en,"[28, 80, 53, 12, 9648]",5,"액션, 범죄, 스릴러, 모험, 미스터리"
2023,GLOBAL,569094,스파이더맨: 어크로스 더 유니버스,2023-05-31,18.0172,7872,8.341,en,"[16, 28, 12, 878]",6,"애니메이션, 액션, 모험, SF"
2023,GLOBAL,1066298,만강홍: 사라진 밀서,2023-01-22,2.6795,157,5.924,zh,"[9648, 35, 53, 36]",7,"미스터리, 코미디, 스릴러, 역사"
2023,GLOBAL,787699,웡카,2023-12-06,12.1081,4031,7.06,en,"[35, 10751, 14]",8,"코미디, 가족, 판타지"
2023,GLOBAL,575264,미션 임파서블: 데드 레코닝,2023-07-08,17.9295,4599,7.5,en,"[28, 12, 53]",9,"액션, 모험, 스릴러"
2023,GLOBAL,447277,인어공주,2023-05-18,8.2198,3135,6.301,en,"[12, 10751, 14, 10749]",10,"모험, 가족, 판타지, 로맨스"
2023,GLOBAL,960876,덩키,2023-12-21,3.5467,85,6.2,hi,"[12, 35, 18]",11,"모험, 코미디, 드라마"
2023,GLOBAL,976573,엘리멘탈,2023-06-14,12.3202,4952,7.6,en,"[16, 35, 10751, 14, 10749]",12,"애니메이션, 코미디, 가족, 판타지, 로맨스"
2023,GLOBAL,640146,앤트맨과 와스프: 퀀텀매니아,2023-02-15,18.6125,5418,6.3,en,"[28, 12, 878]",13,"액션, 모험, SF"
2023,GLOBAL,667538,트랜스포머: 비스트의 서막,2023-06-06,13.0928,5015,7.2,en,"[878, 12, 28]",14,"SF, 모험, 액션"
2023,GLOBAL,572802,아쿠아맨과 로스트 킹덤,2023-12-20,16.4286,3204,6.584,en,"[28, 12, 14]",15,"액션, 모험, 판타지"
2023,GLOBAL,603692,존 윅 4,2023-03-22,16.8144,7350,7.722,en,"[28, 53, 80]",16,"액션, 스릴러, 범죄"
2023,GLOBAL,1425681,Lyna Live From Buenos Aires: Gran Rex,2023-01-01,0.0,0,0.0,en,"[10751, 10402]",17,"가족, 음악"
2023,GLOBAL,615656,메가로돈 2,2023-08-02,12.3563,3705,6.4,en,"[28, 878, 27]",18,"액션, SF, 공포"
2023,GLOBAL,335977,인디아나 존스: 운명의 다이얼,2023-06-25,7.8285,3792,6.541,en,"[12, 28]",19,"모험, 액션"
2023,GLOBAL,856289,봉신연의: 조가풍운,2023-07-15,9.6517,436,7.1,zh,"[28, 14, 10752]",20,"액션, 판타지, 전쟁"
2023,GLOBAL,695721,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,12.2571,3204,6.995,en,"[18, 878, 12, 28]",21,"드라마, SF, 모험, 액션"
2023,GLOBAL,1108211,사라진 그녀,2023-06-22,4.0476,89,6.5,zh,"[9648, 80, 53]",22,"미스터리, 범죄, 스릴러"
2023,GLOBAL,940551,인투 더 월드,2023-12-06,10.5414,2095,7.381,en,"[10751, 35, 12, 16]",23,"가족, 코미디, 모험, 애니메이션"
2023,GLOBAL,507089,프레디의 피자가게,2023-10-25,10.0754,4543,7.398,en,"[27, 53]",24,"공포, 스릴러"
2023,GLOBAL,508883,그대들은 어떻게 살 것인가,2023-07-14,9.2583,2318,7.4,ja,"[16, 12, 14, 10751, 18]",25,"애니메이션, 모험, 판타지, 가족, 드라마"
2023,GLOBAL,677179,크리드 3,2023-03-01,8.7042,2705,7.094,en,"[18, 28]",26,"드라마, 액션"
2023,GLOBAL,298618,플래시,2023-06-13,10.5471,4675,6.635,en,"[12, 28, 878]",27,"모험, 액션, SF"
2023,GLOBAL,968051,더 넌 2,2023-09-06,22.6587,2273,6.696,en,[27],28,공포
2023,GLOBAL,1160164,테일러 스위프트: 디 에라스 투어,2023-10-13,1.9352,459,8.2,en,[10402],29,음악
2023,GLOBAL,1022796,위시,2023-11-13,7.4857,1663,6.272,en,"[16, 10751, 14, 12]",30,"애니메이션, 가족, 판타지, 모험"
2023,GLOBAL,1089654,장안삼만리,2023-07-02,1.6825,57,7.6,zh,"[16, 36]",31,"애니메이션, 역사"
2023,GLOBAL,678512,사운드 오브 프리덤,2023-07-03,7.9126,2592,7.987,en,"[28, 18]",32,"액션, 드라마"
2023,GLOBAL,1078012,부니베어 : 가디언 코드,2023-01-22,2.3007,11,6.5,zh,"[16, 35, 878, 10751, 12]",33,"애니메이션, 코미디, SF, 가족, 모험"
2023,GLOBAL,753342,나폴레옹,2023-11-22,11.6331,2844,6.326,en,"[36, 10752, 10749]",34,"역사, 전쟁, 로맨스"
2023,GLOBAL,1072790,페이크 러브,2023-12-21,12.66,2718,6.838,en,"[10749, 35]",35,"로맨스, 코미디"
2023,GLOBAL,901362,트롤: 밴드 투게더,2023-10-12,7.9361,929,7.283,en,"[16, 10751, 10402, 14, 35]",36,"애니메이션, 가족, 음악, 판타지, 코미디"
2023,GLOBAL,493529,던전 앤 드래곤: 도적들의 명예,2023-03-23,12.3155,4124,7.3,en,"[12, 14, 35]",37,"모험, 판타지, 코미디"
2023,GLOBAL,609681,더 마블스,2023-11-08,6.6589,3101,6.0,en,"[878, 12, 28]",38,"SF, 모험, 액션"
2023,GLOBAL,893723,퍼피 구조대: 더 마이티 무비,2023-09-21,6.9112,509,7.0,en,"[10751, 35, 12, 16]",39,"가족, 코미디, 모험, 애니메이션"
2023,GLOBAL,926393,더 이퀄라이저 3,2023-08-30,15.8847,3405,7.3,en,"[28, 53, 80]",40,"액션, 스릴러, 범죄"
2023,GLOBAL,614479,인시디어스: 빨간 문,2023-07-05,7.6836,1829,6.6,en,"[27, 53]",41,"공포, 스릴러"
2023,GLOBAL,614930,닌자터틀: 뮤턴트 대소동,2023-07-31,7.6657,1464,7.209,en,"[16, 35, 28, 878]",42,"애니메이션, 코미디, 액션, SF"
2023,GLOBAL,1173076,연회불능정,2023-12-29,1.9895,83,7.361,zh,"[18, 35]",43,"드라마, 코미디"
2023,GLOBAL,934433,스크림 6,2023-03-08,10.8987,2888,6.971,en,"[27, 80, 53]",44,"공포, 범죄, 스릴러"
2023,GLOBAL,466420,플라워 킬링 문,2023-10-18,10.026,3750,7.4,en,"[80, 36, 18]",45,"범죄, 역사, 드라마"
2023,GLOBAL,713704,이블 데드 라이즈,2023-04-12,7.9998,3368,6.9,en,"[27, 53]",46,"공포, 스릴러"
2023,GLOBAL,855483,무명,2023-01-22,2.1478,48,6.2,zh,"[18, 9648, 36, 28]",47,"드라마, 미스터리, 역사, 액션"
2023,GLOBAL,872906,자완,2023-09-07,7.0053,287,7.1,hi,"[28, 80, 53]",48,"액션, 범죄, 스릴러"
2023,GLOBAL,807172,엑소시스트: 믿는 자,2023-10-04,6.8584,1167,5.8,en,"[27, 53]",49,"공포, 스릴러"
2023,GLOBAL,667717,심해,2023-01-22,2.3414,125,6.9,zh,"[16, 12, 18, 14, 9648]",50,"애니메이션, 모험, 드라마, 판타지, 미스터리"
2023,GLOBAL,594767,샤잠! 신들의 분노,2023-03-15,10.6125,3413,6.455,en,"[35, 28, 14]",51,"코미디, 액션, 판타지"
2023,GLOBAL,565770,블루 비틀,2023-08-16,8.7652,2897,6.7,en,"[28, 878, 12]",52,"액션, SF, 모험"
2023,GLOBAL,864692,파탄,2023-01-25,4.0188,213,6.455,hi,"[28, 12, 53]",53,"액션, 모험, 스릴러"
2023,GLOBAL,951491,쏘우 X,2023-09-27,6.475,2182,7.202,en,"[27, 9648]",54,"공포, 미스터리"
2023,GLOBAL,980489,그란 투리스모,2023-08-09,10.0606,3096,7.745,en,"[12, 28, 18]",55,"모험, 액션, 드라마"
2023,GLOBAL,945729,베니스 유령 살인사건,2023-09-13,6.2209,2583,6.588,en,"[9648, 53, 80]",56,"미스터리, 스릴러, 범죄"
2023,GLOBAL,792307,가여운 것들,2023-12-07,14.4224,4931,7.67,en,"[878, 10749, 35]",57,"SF, 로맨스, 코미디"
2023,GLOBAL,616747,헌티드 맨션,2023-07-26,4.4363,1148,6.451,en,"[35, 18, 14]",58,"코미디, 드라마, 판타지"
2023,GLOBAL,1076500,志愿军：雄兵出击,2023-09-28,2.0174,19,5.7,zh,"[18, 10752, 36]",59,"드라마, 전쟁, 역사"
2023,GLOBAL,940721,고질라 마이너스 원,2023-11-03,8.9014,2792,7.6,ja,"[878, 27, 28]",60,"SF, 공포, 액션"
2023,GLOBAL,781732,애니멀,2023-12-01,6.2775,149,6.2,hi,"[28, 80, 18]",61,"액션, 범죄, 드라마"
2023,GLOBAL,1047041,명탐정 코난: 흑철의 어영,2023-04-14,4.9045,124,7.0,ja,"[16, 28, 80, 9648]",62,"애니메이션, 액션, 범죄, 미스터리"
2023,GLOBAL,670292,크리에이터,2023-09-27,8.9547,3494,7.035,en,"[878, 28, 12]",63,"SF, 액션, 모험"
2023,GLOBAL,945703,保你平安,2023-03-10,1.8271,38,7.026,zh,"[35, 28]",64,"코미디, 액션"
2023,GLOBAL,1175807,Honk,2023-09-08,0.0071,0,0.0,en,"[53, 878, 35, 9648]",65,"스릴러, SF, 코미디, 미스터리"
2023,GLOBAL,751171,Чебурашка,2023-01-01,2.596,86,6.8,ru,"[35, 10751]",66,"코미디, 가족"
2023,GLOBAL,1008042,톡 투 미,2023-07-26,10.7205,3381,7.2,en,[27],67,공포
2023,GLOBAL,1046090,돼지와 뱀과 비둘기,2023-10-06,3.6881,234,7.252,zh,"[80, 18, 53]",68,"범죄, 드라마, 스릴러"
2023,GLOBAL,964980,에어,2023-04-05,7.1172,2139,7.312,en,"[18, 36]",69,"드라마, 역사"
2023,GLOBAL,804150,코카인 베어,2023-02-22,3.215,2250,6.025,en,"[53, 35, 80]",70,"스릴러, 코미디, 범죄"
2023,GLOBAL,770906,살라르: 1부 – 휴전,2023-12-21,3.4688,92,6.728,te,"[28, 80, 18]",71,"액션, 범죄, 드라마"
2023,GLOBAL,955555,범죄도시 3,2023-05-31,6.332,485,7.2,ko,"[28, 80, 35, 53, 18]",72,"액션, 범죄, 코미디, 스릴러, 드라마"
2023,GLOBAL,884605,노 하드 필링스,2023-06-15,5.5984,3485,6.715,en,"[35, 10749]",73,"코미디, 로맨스"
2023,GLOBAL,532408,부기맨,2023-05-31,3.4895,971,6.393,en,[27],74,공포
2023,GLOBAL,1077295,인생로불숙,2023-04-28,1.7164,21,4.9,zh,[35],75,코미디
2023,GLOBAL,1012837,본 투 플라이,2023-04-28,3.1871,62,6.5,zh,"[28, 18]",76,"액션, 드라마"
2023,GLOBAL,1155257,拯救嫌疑人,2023-11-01,1.8459,10,6.4,zh,"[80, 9648, 18]",77,"범죄, 미스터리, 드라마"
2023,GLOBAL,758323,엑소시스트: 더 바티칸,2023-04-05,7.1338,2950,6.947,en,"[27, 53]",78,"공포, 스릴러"
2023,GLOBAL,646389,플레인,2023-01-11,7.9356,2457,6.919,en,"[28, 12, 53]",79,"액션, 모험, 스릴러"
2023,GLOBAL,937020,제일러,2023-08-10,4.4287,93,6.6,ta,"[28, 80, 53, 35, 12]",80,"액션, 범죄, 스릴러, 코미디, 모험"
2023,GLOBAL,1073486,वाळवी,2023-01-13,1.4102,9,6.7,mr,"[35, 53, 18, 80]",81,"코미디, 스릴러, 드라마, 범죄"
2023,GLOBAL,1231262,Vidhi: The Resolution,2023-11-10,0.0,1,7.0,te,"[36, 18]",82,"역사, 드라마"
2023,GLOBAL,949229,லியோ,2023-10-18,3.7578,104,6.9,ta,"[28, 80, 53]",83,"액션, 범죄, 스릴러"
2023,GLOBAL,558915,컬러 퍼플,2023-12-25,2.5918,321,7.056,en,[18],84,드라마
2023,GLOBAL,1227361,恋爱代理人,2023-01-22,2.1769,1,10.0,zh,[10749],85,로맨스
2023,GLOBAL,661579,坚如磐石,2023-09-28,1.8426,33,5.7,zh,"[18, 28, 80]",86,"드라마, 액션, 범죄"
2023,GLOBAL,700391,65,2023-03-02,5.0672,2628,5.971,en,"[28, 12, 878]",87,"액션, 모험, SF"
2023,GLOBAL,1062807,극장판 스파이 패밀리 코드 : 화이트,2023-12-22,4.2815,567,7.057,ja,"[16, 35, 12, 28]",88,"애니메이션, 코미디, 모험, 액션"
2023,GLOBAL,720557,타이거 3,2023-11-12,3.9766,51,5.8,hi,"[28, 12, 53]",89,"액션, 모험, 스릴러"
2023,GLOBAL,1490213,귀멸의 칼날: 환락의 거리 결전편,2023-03-01,7.8853,2,8.0,ja,"[16, 28, 14, 53]",90,"애니메이션, 액션, 판타지, 스릴러"
2023,GLOBAL,631842,똑똑똑,2023-02-01,2.6761,2878,6.273,en,"[27, 9648, 53]",91,"공포, 미스터리, 스릴러"
2023,GLOBAL,1121612,고주일척,2023-08-05,2.9374,64,7.1,zh,"[18, 80]",92,"드라마, 범죄"
2023,GLOBAL,823452,The Boys in the Boat,2023-12-25,3.6923,307,7.243,en,"[18, 36]",93,"드라마, 역사"
